"","Zona","Area","Sottoarea","Categoria_prodotto","Data","Vendite","Key","GiornoDelMese","GiorniDellaSettimana","GiornoDellAnno","Mese","Anno"
"77150","Zona_17","Area_45","Sottoarea_14","Prodotto_1","2015-08-13",1,"Zona_17-Area_45-Sottoarea_14",13,5,225,8,2015
"181921","Zona_27","Area_73","Sottoarea_142","Prodotto_2","2014-04-01",3,"Zona_27-Area_73-Sottoarea_142",1,3,91,4,2014
"92072","Zona_18","Area_49","Sottoarea_111","Prodotto_2","2015-12-23",4,"Zona_18-Area_49-Sottoarea_111",23,4,357,12,2015
"211307","Zona_5","Area_9","Sottoarea_80","Prodotto_1","2016-02-06",1,"Zona_5-Area_9-Sottoarea_80",6,7,37,2,2016
"138117","Zona_21","Area_59","Sottoarea_122","Prodotto_1","2015-10-19",4,"Zona_21-Area_59-Sottoarea_122",19,2,292,10,2015
"80005","Zona_17","Area_46","Sottoarea_52","Prodotto_2","2016-04-14",3,"Zona_17-Area_46-Sottoarea_52",14,5,105,4,2016
"137701","Zona_21","Area_59","Sottoarea_122","Prodotto_1","2014-08-29",3,"Zona_21-Area_59-Sottoarea_122",29,6,241,8,2014
"217365","Zona_6","Area_12","Sottoarea_24","Prodotto_2","2016-01-05",3,"Zona_6-Area_12-Sottoarea_24",5,3,5,1,2016
"101025","Zona_19","Area_52","Sottoarea_117","Prodotto_1","2014-04-15",1,"Zona_19-Area_52-Sottoarea_117",15,3,105,4,2014
"189035","Zona_3","Area_5","Sottoarea_31","Prodotto_2","2014-09-02",2,"Zona_3-Area_5-Sottoarea_31",2,3,245,9,2014
"1775","Zona_1","Area_1","Sottoarea_6","Prodotto_1","2014-02-04",1,"Zona_1-Area_1-Sottoarea_6",4,3,35,2,2014
"19240","Zona_11","Area_29","Sottoarea_46","Prodotto_1","2014-04-10",8,"Zona_11-Area_29-Sottoarea_46",10,5,100,4,2014
"97622","Zona_18","Area_51","Sottoarea_115","Prodotto_1","2014-07-01",1,"Zona_18-Area_51-Sottoarea_115",1,3,182,7,2014
"235019","Zona_8","Area_19","Sottoarea_55","Prodotto_1","2014-04-29",7,"Zona_8-Area_19-Sottoarea_55",29,3,119,4,2014
"247649","Zona_9","Area_28","Sottoarea_62","Prodotto_1","2015-07-23",6,"Zona_9-Area_28-Sottoarea_62",23,5,204,7,2015
"148131","Zona_22","Area_70","Sottoarea_135","Prodotto_1","2014-08-19",4,"Zona_22-Area_70-Sottoarea_135",19,3,231,8,2014
"88006","Zona_18","Area_48","Sottoarea_109","Prodotto_2","2014-05-16",3,"Zona_18-Area_48-Sottoarea_109",16,6,136,5,2014
"193357","Zona_3","Area_6","Sottoarea_34","Prodotto_1","2014-08-05",1,"Zona_3-Area_6-Sottoarea_34",5,3,217,8,2014
"66082","Zona_16","Area_42","Sottoarea_3","Prodotto_2","2016-04-11",1,"Zona_16-Area_42-Sottoarea_3",11,2,102,4,2016
"18656","Zona_11","Area_29","Sottoarea_45","Prodotto_2","2015-01-21",4,"Zona_11-Area_29-Sottoarea_45",21,4,21,1,2015
"129085","Zona_21","Area_57","Sottoarea_1","Prodotto_1","2014-11-21",3,"Zona_21-Area_57-Sottoarea_1",21,6,325,11,2014
"111516","Zona_2","Area_4","Sottoarea_17","Prodotto_1","2014-06-05",1,"Zona_2-Area_4-Sottoarea_17",5,5,156,6,2014
"137650","Zona_21","Area_59","Sottoarea_122","Prodotto_1","2014-07-09",5,"Zona_21-Area_59-Sottoarea_122",9,4,190,7,2014
"249804","Zona_9","Area_28","Sottoarea_63","Prodotto_2","2014-04-24",3,"Zona_9-Area_28-Sottoarea_63",24,5,114,4,2014
"162553","Zona_24","Area_65","Sottoarea_129","Prodotto_1","2016-01-03",1,"Zona_24-Area_65-Sottoarea_129",3,1,3,1,2016
"232381","Zona_7","Area_18","Sottoarea_138","Prodotto_2","2014-04-01",2,"Zona_7-Area_18-Sottoarea_138",1,3,91,4,2014
"214819","Zona_5","Area_9","Sottoarea_82","Prodotto_1","2016-03-09",3,"Zona_5-Area_9-Sottoarea_82",9,4,69,3,2016
"88237","Zona_18","Area_48","Sottoarea_109","Prodotto_2","2015-01-02",2,"Zona_18-Area_48-Sottoarea_109",2,6,2,1,2015
"246077","Zona_9","Area_27","Sottoarea_61","Prodotto_1","2016-01-07",13,"Zona_9-Area_27-Sottoarea_61",7,5,7,1,2016
"20196","Zona_11","Area_29","Sottoarea_46","Prodotto_2","2014-07-05",1,"Zona_11-Area_29-Sottoarea_46",5,7,186,7,2014
"35141","Zona_13","Area_34","Sottoarea_65","Prodotto_1","2014-12-07",0,"Zona_13-Area_34-Sottoarea_65",7,1,341,12,2014
"155969","Zona_23","Area_63","Sottoarea_125","Prodotto_2","2014-08-27",2,"Zona_23-Area_63-Sottoarea_125",27,4,239,8,2014
"225084","Zona_7","Area_15","Sottoarea_21","Prodotto_1","2015-09-16",5,"Zona_7-Area_15-Sottoarea_21",16,4,259,9,2015
"245661","Zona_9","Area_27","Sottoarea_61","Prodotto_1","2014-11-17",9,"Zona_9-Area_27-Sottoarea_61",17,2,321,11,2014
"220890","Zona_6","Area_13","Sottoarea_50","Prodotto_2","2016-02-19",4,"Zona_6-Area_13-Sottoarea_50",19,6,50,2,2016
"124935","Zona_20","Area_55","Sottoarea_69","Prodotto_2","2015-06-09",2,"Zona_20-Area_55-Sottoarea_69",9,3,160,6,2015
"235926","Zona_8","Area_19","Sottoarea_55","Prodotto_2","2014-06-05",3,"Zona_8-Area_19-Sottoarea_55",5,5,156,6,2014
"208498","Zona_5","Area_10","Sottoarea_97","Prodotto_2","2015-07-22",2,"Zona_5-Area_10-Sottoarea_97",22,4,203,7,2015
"136825","Zona_21","Area_59","Sottoarea_121","Prodotto_2","2014-08-23",2,"Zona_21-Area_59-Sottoarea_121",23,7,235,8,2014
"207777","Zona_5","Area_10","Sottoarea_97","Prodotto_1","2015-12-18",5,"Zona_5-Area_10-Sottoarea_97",18,6,352,12,2015
"12507","Zona_10","Area_25","Sottoarea_29","Prodotto_1","2014-11-23",0,"Zona_10-Area_25-Sottoarea_29",23,1,327,11,2014
"162381","Zona_24","Area_65","Sottoarea_129","Prodotto_1","2015-07-15",8,"Zona_24-Area_65-Sottoarea_129",15,4,196,7,2015
"153646","Zona_23","Area_62","Sottoarea_124","Prodotto_1","2015-06-10",8,"Zona_23-Area_62-Sottoarea_124",10,4,161,6,2015
"7568","Zona_10","Area_23","Sottoarea_22","Prodotto_1","2015-08-31",4,"Zona_10-Area_23-Sottoarea_22",31,2,243,8,2015
"229515","Zona_7","Area_17","Sottoarea_139","Prodotto_2","2015-12-06",0,"Zona_7-Area_17-Sottoarea_139",6,1,340,12,2015
"145404","Zona_22","Area_69","Sottoarea_133","Prodotto_2","2014-04-24",2,"Zona_22-Area_69-Sottoarea_133",24,5,114,4,2014
"142717","Zona_22","Area_69","Sottoarea_132","Prodotto_1","2014-02-06",9,"Zona_22-Area_69-Sottoarea_132",6,5,37,2,2014
"25066","Zona_12","Area_31","Sottoarea_43","Prodotto_1","2015-12-07",10,"Zona_12-Area_31-Sottoarea_43",7,2,341,12,2015
"195135","Zona_3","Area_6","Sottoarea_35","Prodotto_1","2014-09-12",5,"Zona_3-Area_6-Sottoarea_35",12,6,255,9,2014
"27279","Zona_12","Area_31","Sottoarea_44","Prodotto_2","2014-11-05",2,"Zona_12-Area_31-Sottoarea_44",5,4,309,11,2014
"205516","Zona_5","Area_10","Sottoarea_96","Prodotto_1","2014-07-15",4,"Zona_5-Area_10-Sottoarea_96",15,3,196,7,2014
